episode,algorithm,alpha,gamma,epsilon_min,epsilon_decay,epsilon,return,fill_rate,lost_sales,avg_inventory
232,q_learning,0.2,0.99,0.03,0.999,0.7928540855310412,458.21673600000025,0.9665187575635337,83.0,75.88333333333334
233,q_learning,0.2,0.99,0.03,0.999,0.7920612314455101,656.1445599999997,0.9544226873733963,135.0,60.0
234,q_learning,0.2,0.99,0.03,0.999,0.7912691702140646,503.968568,0.7628865979381443,1104.0,31.033333333333335
235,q_learning,0.2,0.99,0.03,0.999,0.7904779010438505,343.66265600000014,0.7591379674624974,1140.0,24.033333333333335
236,q_learning,0.2,0.99,0.03,0.999,0.7896874231428067,148.08113200000014,1.0,0.0,87.64166666666667
237,q_learning,0.2,0.99,0.03,0.999,0.7888977357196639,-99.87780799999982,0.7980997624703088,595.0,50.36666666666667
238,q_learning,0.2,0.99,0.03,0.999,0.7881088379839443,265.89572000000027,0.9251700680272109,176.0,67.98333333333333
239,q_learning,0.2,0.99,0.03,0.999,0.7873207291459603,844.0818280000002,0.8797364085667215,438.0,53.925
240,q_learning,0.2,0.99,0.03,0.999,0.7865334084168143,799.4859200000002,0.8325471698113207,710.0,37.916666666666664
241,q_learning,0.2,0.99,0.03,0.999,0.7857468750083975,376.197424,0.9568835098335855,114.0,75.5
242,q_learning,0.2,0.99,0.03,0.999,0.7849611281333891,-58.177179999999765,0.9053150299190426,269.0,80.05833333333334
243,q_learning,0.2,0.99,0.03,0.999,0.7841761670052557,217.50296000000046,0.9415441176470588,159.0,74.15
244,q_learning,0.2,0.99,0.03,0.999,0.7833919908382505,503.6421760000001,0.8376340968396637,560.0,50.86666666666667
245,q_learning,0.2,0.99,0.03,0.999,0.7826085988474122,813.4415639999997,0.9013585351447135,334.0,52.041666666666664
246,q_learning,0.2,0.99,0.03,0.999,0.7818259902485648,-237.2827559999997,0.8507138423339541,481.0,71.69166666666666
247,q_learning,0.2,0.99,0.03,0.999,0.7810441642583162,-147.88005599999988,0.945800579230451,131.0,90.6
248,q_learning,0.2,0.99,0.03,0.999,0.780263120094058,300.521512,0.7666345226615237,968.0,33.233333333333334
249,q_learning,0.2,0.99,0.03,0.999,0.7794828569739639,36.14308800000017,0.9618755477651183,87.0,91.11666666666666
250,q_learning,0.2,0.99,0.03,0.999,0.7787033741169899,-130.6633559999999,1.0,0.0,98.775
251,q_learning,0.2,0.99,0.03,0.999,0.7779246707428729,237.87505600000003,0.9257964257964258,191.0,69.21666666666667
252,q_learning,0.2,0.99,0.03,0.999,0.7771467460721301,715.6980480000001,0.9421607857402692,159.0,58.15
253,q_learning,0.2,0.99,0.03,0.999,0.7763695993260579,206.93728400000032,0.7134772584363865,1367.0,22.708333333333332
254,q_learning,0.2,0.99,0.03,0.999,0.7755932297267318,445.0511760000003,0.8199893955461294,679.0,49.56666666666667
255,q_learning,0.2,0.99,0.03,0.999,0.7748176364970051,123.7439640000001,0.7906206896551724,759.0,43.125
256,q_learning,0.2,0.99,0.03,0.999,0.7740428188605081,370.6815680000003,0.876610824742268,383.0,67.73333333333333
257,q_learning,0.2,0.99,0.03,0.999,0.7732687760416476,-277.39959999999974,0.9848422777550184,37.0,94.1
258,q_learning,0.2,0.99,0.03,0.999,0.7724955072656059,386.59682400000014,0.8755173511620503,391.0,50.21666666666667
259,q_learning,0.2,0.99,0.03,0.999,0.7717230117583403,579.5000800000004,0.9092695709138552,277.0,59.083333333333336
260,q_learning,0.2,0.99,0.03,0.999,0.770951288746582,-22.640727999999797,0.7678000581226387,799.0,61.05
261,q_learning,0.2,0.99,0.03,0.999,0.7701803374578354,674.671676,0.8522004578987535,581.0,51.44166666666667
262,q_learning,0.2,0.99,0.03,0.999,0.7694101571203776,372.58806400000043,0.9111198120595145,227.0,62.983333333333334
263,q_learning,0.2,0.99,0.03,0.999,0.7686407469632572,59.68279200000021,0.9434907010014306,158.0,88.28333333333333
264,q_learning,0.2,0.99,0.03,0.999,0.767872106216294,284.63258400000007,0.783609576427256,940.0,42.53333333333333
265,q_learning,0.2,0.99,0.03,0.999,0.7671042341100777,268.0343600000003,0.9238683127572016,222.0,66.83333333333333
266,q_learning,0.2,0.99,0.03,0.999,0.7663371298759676,769.2772400000003,0.9347129116875547,224.0,59.733333333333334
267,q_learning,0.2,0.99,0.03,0.999,0.7655707927460916,148.12994000000018,0.8163764961915125,675.0,54.391666666666666
268,q_learning,0.2,0.99,0.03,0.999,0.7648052219533455,-100.32582799999985,0.8880171184022825,314.0,77.04166666666667
269,q_learning,0.2,0.99,0.03,0.999,0.7640404167313921,-70.3733359999998,0.9981455725544738,4.0,94.11666666666666
270,q_learning,0.2,0.99,0.03,0.999,0.7632763763146607,19.53297600000011,0.9867180805484147,31.0,83.23333333333333
271,q_learning,0.2,0.99,0.03,0.999,0.7625130999383462,806.463168,0.9932743362831858,19.0,81.03333333333333
272,q_learning,0.2,0.99,0.03,0.999,0.7617505868384078,674.5131120000003,0.8467987804878049,603.0,49.733333333333334
273,q_learning,0.2,0.99,0.03,0.999,0.7609888362515693,179.02198400000017,0.9765314240254575,59.0,86.46666666666667
274,q_learning,0.2,0.99,0.03,0.999,0.7602278474153178,140.66308400000017,0.8951907131011608,316.0,73.625
275,q_learning,0.2,0.99,0.03,0.999,0.7594676195679024,775.2341360000005,0.9700199866755497,90.0,79.08333333333333
276,q_learning,0.2,0.99,0.03,0.999,0.7587081519483345,698.4640640000002,0.8519893899204244,558.0,44.93333333333333
277,q_learning,0.2,0.99,0.03,0.999,0.7579494437963862,442.4782360000001,0.82007007007007,719.0,46.125
278,q_learning,0.2,0.99,0.03,0.999,0.7571914943525898,440.607384,0.9246110889509374,189.0,62.56666666666667
279,q_learning,0.2,0.99,0.03,0.999,0.7564343028582372,542.636336,0.8736659936544563,438.0,60.983333333333334
280,q_learning,0.2,0.99,0.03,0.999,0.755677868555379,626.6033240000002,0.9696637426900585,83.0,72.40833333333333
281,q_learning,0.2,0.99,0.03,0.999,0.7549221906868236,584.1547280000001,0.9751299183370453,67.0,74.78333333333333
282,q_learning,0.2,0.99,0.03,0.999,0.7541672684961368,412.04226800000015,0.9215401380312387,216.0,69.99166666666666
283,q_learning,0.2,0.99,0.03,0.999,0.7534131012276407,-311.8592239999997,0.6739027843322322,1382.0,28.0
284,q_learning,0.2,0.99,0.03,0.999,0.752659688126413,440.69693199999995,0.7448653582838887,1118.0,25.291666666666668
285,q_learning,0.2,0.99,0.03,0.999,0.7519070284382866,-323.0819719999997,0.9953151618398637,11.0,102.225
286,q_learning,0.2,0.99,0.03,0.999,0.7511551214098483,-5.85045999999991,0.9958454507685917,10.0,92.225
287,q_learning,0.2,0.99,0.03,0.999,0.7504039662884385,388.9970440000001,0.9486719310839914,143.0,72.64166666666667
288,q_learning,0.2,0.99,0.03,0.999,0.7496535623221501,-65.25780399999994,0.9750613246116108,61.0,96.69166666666666
289,q_learning,0.2,0.99,0.03,0.999,0.7489039087598279,663.0463840000004,0.8762009332967334,451.0,52.516666666666666
290,q_learning,0.2,0.99,0.03,0.999,0.7481550048510681,410.78247600000026,0.9800319488817891,50.0,82.925
291,q_learning,0.2,0.99,0.03,0.999,0.747406849846217,163.63871600000024,1.0,0.0,92.54166666666667
292,q_learning,0.2,0.99,0.03,0.999,0.7466594429963708,686.406748,0.997678916827853,6.0,85.725
293,q_learning,0.2,0.99,0.03,0.999,0.7459127835533744,369.1316800000001,0.9437400950871633,142.0,70.33333333333333
294,q_learning,0.2,0.99,0.03,0.999,0.745166870769821,294.07374000000027,0.8302903322358576,567.0,47.44166666666667
295,q_learning,0.2,0.99,0.03,0.999,0.7444217038990512,647.3767200000003,0.9717665013353681,74.0,69.45
296,q_learning,0.2,0.99,0.03,0.999,0.7436772821951522,35.41362000000048,0.8284118116520351,645.0,55.075
297,q_learning,0.2,0.99,0.03,0.999,0.742933604912957,702.579704000001,0.9922690374951681,20.0,79.81666666666666
298,q_learning,0.2,0.99,0.03,0.999,0.7421906713080441,239.22630800000013,0.9777878513145966,49.0,78.99166666666666
299,q_learning,0.2,0.99,0.03,0.999,0.741448480636736,50.934824000000134,0.9807928075194116,47.0,90.4
300,q_learning,0.2,0.99,0.03,0.999,0.7407070321560992,597.0817840000003,0.9733067729083665,67.0,79.36666666666666
301,q_learning,0.2,0.99,0.03,0.999,0.7399663251239431,464.4729160000002,0.7865882352941177,907.0,35.40833333333333
302,q_learning,0.2,0.99,0.03,0.999,0.7392263587988193,389.2349200000002,0.9666416791604198,89.0,76.26666666666667
303,q_learning,0.2,0.99,0.03,0.999,0.7384871324400204,-8.113187999999866,0.9983838383838384,4.0,87.525
304,q_learning,0.2,0.99,0.03,0.999,0.7377486453075803,191.64267600000002,0.9811872909698997,45.0,84.09166666666667
305,q_learning,0.2,0.99,0.03,0.999,0.7370108966622728,387.2676800000001,1.0,0.0,89.23333333333333
306,q_learning,0.2,0.99,0.03,0.999,0.7362738857656105,644.930116,0.8961732423613171,350.0,59.725
307,q_learning,0.2,0.99,0.03,0.999,0.7355376118798449,369.37930400000045,0.8925262507720816,348.0,65.65
308,q_learning,0.2,0.99,0.03,0.999,0.7348020742679651,361.6143040000001,0.8142182727020272,669.0,56.68333333333333
309,q_learning,0.2,0.99,0.03,0.999,0.734067272193697,-269.6238079999999,0.9932789246279404,14.0,99.5
310,q_learning,0.2,0.99,0.03,0.999,0.7333332049215034,668.2612760000004,0.8311888831703551,656.0,47.775
311,q_learning,0.2,0.99,0.03,0.999,0.7325998717165819,260.12575600000025,1.0,0.0,90.30833333333334
312,q_learning,0.2,0.99,0.03,0.999,0.7318672718448653,402.96129199999996,0.8782791185729276,348.0,53.208333333333336
313,q_learning,0.2,0.99,0.03,0.999,0.7311354045730205,57.69928400000017,0.9908789386401327,22.0,96.14166666666667
314,q_learning,0.2,0.99,0.03,0.999,0.7304042691684475,699.6161920000004,0.8163214374844023,736.0,42.833333333333336
315,q_learning,0.2,0.99,0.03,0.999,0.729673864899279,501.65766800000006,0.9696969696969697,89.0,72.50833333333334
316,q_learning,0.2,0.99,0.03,0.999,0.7289441910343797,271.33814800000016,0.8448385053831539,490.0,56.225
317,q_learning,0.2,0.99,0.03,0.999,0.7282152468433454,198.36674400000012,0.9729835552075177,69.0,78.28333333333333
318,q_learning,0.2,0.99,0.03,0.999,0.727487031596502,524.9929920000002,0.8694277584571609,413.0,67.75
319,q_learning,0.2,0.99,0.03,0.999,0.7267595445649054,-170.81464799999978,0.9382621951219512,162.0,91.41666666666667
320,q_learning,0.2,0.99,0.03,0.999,0.7260327850203405,634.402628,0.7799442896935933,948.0,28.275
321,q_learning,0.2,0.99,0.03,0.999,0.7253067522353203,96.35693200000017,0.8938804386275203,300.0,76.15833333333333
322,q_learning,0.2,0.99,0.03,0.999,0.7245814454830849,635.2677200000003,0.9964144854786662,10.0,80.26666666666667
323,q_learning,0.2,0.99,0.03,0.999,0.7238568640376019,368.70779999999996,0.9637462235649547,96.0,80.9
324,q_learning,0.2,0.99,0.03,0.999,0.7231330071735642,374.22931600000027,0.8553516819571866,473.0,56.958333333333336
325,q_learning,0.2,0.99,0.03,0.999,0.7224098741663907,449.00137200000034,0.8856402664692821,309.0,60.891666666666666
326,q_learning,0.2,0.99,0.03,0.999,0.7216874642922243,462.6646080000002,0.7733300589390962,923.0,29.416666666666668
327,q_learning,0.2,0.99,0.03,0.999,0.7209657768279321,433.75410800000026,0.7683389074693423,1039.0,33.125
328,q_learning,0.2,0.99,0.03,0.999,0.7202448110511042,837.9876600000006,0.9286193029490617,213.0,57.74166666666667
329,q_learning,0.2,0.99,0.03,0.999,0.719524566240053,692.6293920000002,0.8927238805970149,345.0,57.45
330,q_learning,0.2,0.99,0.03,0.999,0.718805041673813,727.9980079999999,0.858548931383577,503.0,43.016666666666666
331,q_learning,0.2,0.99,0.03,0.999,0.7180862366321391,331.09602000000007,0.9554352353186173,107.0,85.34166666666667
332,q_learning,0.2,0.99,0.03,0.999,0.7173681503955069,1000.9314319999994,0.801595418285948,970.0,28.85
333,q_learning,0.2,0.99,0.03,0.999,0.7166507822451115,281.55370800000037,0.9351014040561623,208.0,75.69166666666666
334,q_learning,0.2,0.99,0.03,0.999,0.7159341314628663,536.6601360000001,0.8776263486655309,431.0,61.833333333333336
335,q_learning,0.2,0.99,0.03,0.999,0.7152181973314035,425.37466400000017,0.9874137231019082,31.0,76.98333333333333
336,q_learning,0.2,0.99,0.03,0.999,0.7145029791340721,765.6625800000003,0.9309440559440559,237.0,62.541666666666664
337,q_learning,0.2,0.99,0.03,0.999,0.713788476154938,689.9654080000001,0.9578690807799443,121.0,73.51666666666667
338,q_learning,0.2,0.99,0.03,0.999,0.7130746876787831,461.3485920000003,0.7401847575057737,1350.0,15.6
339,q_learning,0.2,0.99,0.03,0.999,0.7123616129911043,904.3867559999999,0.9330900243309003,220.0,63.94166666666667
340,q_learning,0.2,0.99,0.03,0.999,0.7116492513781132,338.4799480000002,0.9639215686274509,92.0,78.225
341,q_learning,0.2,0.99,0.03,0.999,0.7109376021267351,616.1833079999998,0.9876456053653371,35.0,78.725
342,q_learning,0.2,0.99,0.03,0.999,0.7102266645246084,601.0599160000002,0.9858412907474481,43.0,85.04166666666667
343,q_learning,0.2,0.99,0.03,0.999,0.7095164378600838,629.7031320000003,0.8554467200949837,487.0,49.59166666666667
344,q_learning,0.2,0.99,0.03,0.999,0.7088069214222237,266.4728920000001,0.8929692404268675,341.0,75.04166666666667
345,q_learning,0.2,0.99,0.03,0.999,0.7080981145008014,592.2755120000004,0.8795041798789276,418.0,56.93333333333333
346,q_learning,0.2,0.99,0.03,0.999,0.7073900163863006,494.1629920000003,0.7592814371257485,1005.0,27.183333333333334
347,q_learning,0.2,0.99,0.03,0.999,0.7066826263699143,222.70653600000003,0.9851528384279477,34.0,77.1
348,q_learning,0.2,0.99,0.03,0.999,0.7059759437435444,563.6712520000003,1.0,0.0,87.875
349,q_learning,0.2,0.99,0.03,0.999,0.7052699677998009,108.29395200000008,0.9506390480387836,112.0,85.58333333333333
350,q_learning,0.2,0.99,0.03,0.999,0.704564697832001,321.04053200000004,0.9540901502504173,110.0,77.89166666666667
351,q_learning,0.2,0.99,0.03,0.999,0.7038601331341691,577.727008,0.9792238337906704,53.0,81.18333333333334
352,q_learning,0.2,0.99,0.03,0.999,0.7031562730010349,299.7459520000001,0.8489540885628906,556.0,60.65
353,q_learning,0.2,0.99,0.03,0.999,0.7024531167280339,518.925292,0.8611691022964509,532.0,54.40833333333333
354,q_learning,0.2,0.99,0.03,0.999,0.7017506636113058,738.9936200000002,0.8257519264230674,701.0,37.34166666666667
355,q_learning,0.2,0.99,0.03,0.999,0.7010489129476946,968.6948839999999,0.9542438002095703,131.0,62.108333333333334
356,q_learning,0.2,0.99,0.03,0.999,0.7003478640347468,595.8096559999999,0.9633950120675785,91.0,63.483333333333334
357,q_learning,0.2,0.99,0.03,0.999,0.6996475161707121,419.4667320000001,0.7699715473845481,1051.0,37.50833333333333
358,q_learning,0.2,0.99,0.03,0.999,0.6989478686545414,645.3913520000003,0.8450517378615017,584.0,49.25
359,q_learning,0.2,0.99,0.03,0.999,0.6982489207858869,1116.9464279999997,0.9534743202416919,154.0,50.958333333333336
360,q_learning,0.2,0.99,0.03,0.999,0.6975506718651009,729.2601840000005,0.8994781653391926,366.0,53.3
361,q_learning,0.2,0.99,0.03,0.999,0.6968531211932358,472.7940120000001,0.7330875975715525,1231.0,17.641666666666666
362,q_learning,0.2,0.99,0.03,0.999,0.6961562680720426,300.1165880000002,0.9042663891779397,276.0,71.675
363,q_learning,0.2,0.99,0.03,0.999,0.6954601118039706,620.7782639999998,0.9447377683914114,157.0,73.25
364,q_learning,0.2,0.99,0.03,0.999,0.6947646516921666,592.2131200000005,0.9183061020340113,245.0,66.1
365,q_learning,0.2,0.99,0.03,0.999,0.6940698870404745,664.0348240000003,0.9215946843853821,236.0,66.0
366,q_learning,0.2,0.99,0.03,0.999,0.693375817153434,846.768552,0.9171286839801576,284.0,56.083333333333336
367,q_learning,0.2,0.99,0.03,0.999,0.6926824413362805,362.5963480000001,0.9549480169426261,117.0,80.325
368,q_learning,0.2,0.99,0.03,0.999,0.6919897588949442,646.9188840000004,0.8456618464961068,555.0,47.94166666666667
369,q_learning,0.2,0.99,0.03,0.999,0.6912977691360492,659.5647799999998,0.9788948580199539,55.0,75.40833333333333
370,q_learning,0.2,0.99,0.03,0.999,0.6906064713669132,505.2472920000001,0.8348533399063347,670.0,38.74166666666667
371,q_learning,0.2,0.99,0.03,0.999,0.6899158648955463,601.8479000000002,0.7951745379876797,798.0,31.408333333333335
372,q_learning,0.2,0.99,0.03,0.999,0.6892259490306508,719.1284720000003,0.8609826589595375,481.0,49.7
373,q_learning,0.2,0.99,0.03,0.999,0.6885367230816202,354.55630400000024,0.7317494600431965,1242.0,25.883333333333333
374,q_learning,0.2,0.99,0.03,0.999,0.6878481863585385,442.56496800000014,0.8684444444444445,444.0,54.233333333333334
375,q_learning,0.2,0.99,0.03,0.999,0.6871603381721799,-436.0810119999997,0.985546522131888,32.0,100.54166666666667
376,q_learning,0.2,0.99,0.03,0.999,0.6864731778340077,355.81919999999997,1.0,0.0,81.11666666666666
377,q_learning,0.2,0.99,0.03,0.999,0.6857867046561738,760.6915960000005,0.9944933920704846,15.0,81.125
378,q_learning,0.2,0.99,0.03,0.999,0.6851009179515176,-207.3892399999996,0.6317532601945767,1779.0,13.416666666666666
379,q_learning,0.2,0.99,0.03,0.999,0.6844158170335661,-438.64432399999987,0.9716796875,58.0,95.525
380,q_learning,0.2,0.99,0.03,0.999,0.6837314012165325,614.0287240000002,0.9818611987381703,46.0,78.54166666666667
381,q_learning,0.2,0.99,0.03,0.999,0.683047669815316,430.48499200000003,0.9554738562091504,109.0,62.8
382,q_learning,0.2,0.99,0.03,0.999,0.6823646221455006,569.9801960000002,0.9819054652880355,49.0,78.04166666666667
383,q_learning,0.2,0.99,0.03,0.999,0.6816822575233552,850.734228,0.8273986152324432,698.0,35.708333333333336
384,q_learning,0.2,0.99,0.03,0.999,0.6810005752658318,612.1190720000002,0.9200663349917081,241.0,62.15
385,q_learning,0.2,0.99,0.03,0.999,0.6803195746905659,748.04348,0.8219313410718696,721.0,40.4
386,q_learning,0.2,0.99,0.03,0.999,0.6796392551158754,937.7275440000005,0.8187185654931117,829.0,25.433333333333334
387,q_learning,0.2,0.99,0.03,0.999,0.6789596158607595,247.5173960000001,1.0,0.0,89.85833333333333
388,q_learning,0.2,0.99,0.03,0.999,0.6782806562448987,401.05458,0.9731621936989499,69.0,87.925
389,q_learning,0.2,0.99,0.03,0.999,0.6776023755886539,775.7584080000001,0.8875739644970414,361.0,45.05
390,q_learning,0.2,0.99,0.03,0.999,0.6769247732130652,530.9122680000003,0.895742016280526,333.0,67.00833333333334
391,q_learning,0.2,0.99,0.03,0.999,0.6762478484398522,382.1914160000004,0.8819270398217767,424.0,69.15
392,q_learning,0.2,0.99,0.03,0.999,0.6755716005914123,710.0291920000001,0.9472241261137766,154.0,67.15
393,q_learning,0.2,0.99,0.03,0.999,0.6748960289908209,527.8346520000001,0.8856350184956844,371.0,66.55833333333334
394,q_learning,0.2,0.99,0.03,0.999,0.6742211329618301,874.7337720000002,0.8450985283112996,621.0,41.19166666666667
395,q_learning,0.2,0.99,0.03,0.999,0.6735469118288683,351.95598799999993,0.9873949579831933,27.0,87.175
396,q_learning,0.2,0.99,0.03,0.999,0.6728733649170394,461.2852760000003,0.9266141732283465,233.0,66.05833333333334
397,q_learning,0.2,0.99,0.03,0.999,0.6722004915521224,333.0201520000001,0.9817295980511571,45.0,88.83333333333333
398,q_learning,0.2,0.99,0.03,0.999,0.6715282910605702,286.8746360000001,0.9781335415853183,56.0,85.00833333333334
399,q_learning,0.2,0.99,0.03,0.999,0.6708567627695097,567.4516000000002,0.8689095127610209,452.0,51.766666666666666
400,q_learning,0.2,0.99,0.03,0.999,0.6701859060067401,368.21560800000026,0.8846273776114749,370.0,64.43333333333334
401,q_learning,0.2,0.99,0.03,0.999,0.6695157201007333,543.1067320000001,1.0,0.0,83.40833333333333
402,q_learning,0.2,0.99,0.03,0.999,0.6688462043806327,1306.578284,0.8967980947340566,390.0,39.958333333333336
403,q_learning,0.2,0.99,0.03,0.999,0.668177358176252,470.80632000000014,0.773756712584637,969.0,33.7
404,q_learning,0.2,0.99,0.03,0.999,0.6675091808180758,582.9223680000005,0.9749393694421988,62.0,73.63333333333334
405,q_learning,0.2,0.99,0.03,0.999,0.6668416716372577,450.03962000000024,0.7360248447204969,1190.0,22.458333333333332
406,q_learning,0.2,0.99,0.03,0.999,0.6661748299656204,523.5784560000002,0.8299112801013941,671.0,43.1
407,q_learning,0.2,0.99,0.03,0.999,0.6655086551356548,963.6519640000008,0.8801571709233792,488.0,43.425
408,q_learning,0.2,0.99,0.03,0.999,0.6648431464805191,621.0737600000001,0.8790014684287812,412.0,39.36666666666667
409,q_learning,0.2,0.99,0.03,0.999,0.6641783033340386,158.32223200000013,0.8482376929799009,521.0,67.45
410,q_learning,0.2,0.99,0.03,0.999,0.6635141250307046,897.6356440000005,0.7992972302604382,971.0,28.275
411,q_learning,0.2,0.99,0.03,0.999,0.6628506109056739,-17.751207999999856,0.9724604966139955,61.0,91.11666666666666
